DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
03-12-2019,Ozone,68,49,29,77,75,61,73,68,N.A.,67,75,N.A.,57,101,101,70,45,30
03-12-2019,Respirable Suspended Particulates,46,39,49,46,62,66,43,49,N.A.,67,41,N.A.,43,49,45,50,41,55
03-12-2019,Sulphur Dioxide,12,5,13,5,8,8,6,14,N.A.,10,6,N.A.,9,11,7,9,7,9
04-12-2019,Carbon Monoxide,N.A.,87,73,N.A.,N.A.,46,41,N.A.,N.A.,58,N.A.,N.A.,N.A.,61,69,N.A.,40,77
04-12-2019,Fine Suspended Particulates ,25,28,31,26,29,38,28,25,N.A.,28,27,N.A.,26,28,27,29,27,34
04-12-2019,Nitrogen Dioxide,38,56,125,39,57,70,43,52,N.A.,57,43,N.A.,75,13,20,44,63,111
04-12-2019,Nitrogen Oxides,42,66,279,N.A.,82,88,48,67,N.A.,65,46,N.A.,112,15,25,51,90,318
04-12-2019,Ozone,82,58,31,85,70,56,71,75,N.A.,62,79,N.A.,55,102,106,72,60,28
04-12-2019,Respirable Suspended Particulates,50,44,52,50,63,74,50,50,N.A.,74,43,N.A.,47,56,49,46,43,59
04-12-2019,Sulphur Dioxide,13,5,14,6,9,10,8,15,N.A.,12,6,N.A.,10,12,8,9,8,11
05-12-2019,Carbon Monoxide,N.A.,82,63,N.A.,N.A.,32,17,N.A.,N.A.,47,N.A.,N.A.,N.A.,47,57,N.A.,35,64
05-12-2019,Fine Suspended Particulates ,19,20,23,20,20,27,20,20,N.A.,22,21,N.A.,19,21,19,21,20,25
05-12-2019,Nitrogen Dioxide,26,50,82,32,45,43,26,40,N.A.,41,34,N.A.,46,11,17,30,54,75
05-12-2019,Nitrogen Oxides,28,65,175,N.A.,75,53,28,58,N.A.,47,37,N.A.,69,13,22,37,103,196
05-12-2019,Ozone,70,46,37,66,55,58,64,61,N.A.,54,65,N.A.,57,81,84,69,47,36
05-12-2019,Respirable Suspended Particulates,35,29,35,35,51,52,32,38,N.A.,51,30,N.A.,33,39,34,31,30,41
05-12-2019,Sulphur Dioxide,12,4,10,4,7,8,7,14,N.A.,10,4,N.A.,8,9,5,8,6,7
06-12-2019,Carbon Monoxide,N.A.,78,63,N.A.,N.A.,38,26,N.A.,N.A.,52,N.A.,N.A.,N.A.,50,54,N.A.,37,N.A.
06-12-2019,Fine Suspended Particulates ,22,24,29,22,27,35,27,22,N.A.,24,24,N.A.,23,34,23,25,25,31
06-12-2019,Nitrogen Dioxide,37,44,109,37,48,62,35,37,N.A.,49,39,N.A.,74,12,17,33,53,N.A.
06-12-2019,Nitrogen Oxides,42,52,246,N.A.,69,74,39,46,N.A.,57,43,N.A.,115,14,22,39,75,N.A.
06-12-2019,Ozone,80,65,36,84,73,59,75,83,N.A.,67,79,N.A.,54,100,101,85,63,N.A.
06-12-2019,Respirable Suspended Particulates,49,42,50,48,N.A.,69,49,50,N.A.,70,41,N.A.,47,51,48,43,43,55
06-12-2019,Sulphur Dioxide,15,5,14,7,9,10,9,15,N.A.,12,6,N.A.,11,13,8,10,8,N.A.
07-12-2019,Carbon Monoxide,N.A.,88,66,N.A.,N.A.,45,33,N.A.,N.A.,68,N.A.,N.A.,N.A.,59,65,N.A.,55,74
07-12-2019,Fine Suspended Particulates ,27,28,31,26,30,39,27,24,N.A.,25,27,N.A.,25,31,27,32,28,34
07-12-2019,Nitrogen Dioxide,50,58,112,38,48,63,41,47,N.A.,62,40,N.A.,62,15,25,45,67,111
07-12-2019,Nitrogen Oxides,68,69,212,N.A.,66,80,45,59,N.A.,95,41,N.A.,89,17,31,52,96,293
07-12-2019,Ozone,75,61,39,92,81,65,71,82,N.A.,62,88,N.A.,67,105,107,78,62,36
07-12-2019,Respirable Suspended Particulates,49,42,51,49,66,71,46,50,N.A.,72,43,N.A.,44,51,48,48,43,56
07-12-2019,Sulphur Dioxide,14,5,12,6,8,9,7,16,N.A.,11,6,N.A.,9,13,7,9,7,10
08-12-2019,Carbon Monoxide,N.A.,86,65,N.A.,N.A.,38,31,N.A.,N.A.,63,N.A.,N.A.,N.A.,50,65,N.A.,52,71
08-12-2019,Fine Suspended Particulates ,20,19,23,19,20,28,21,19,N.A.,20,19,N.A.,18,24,19,23,19,25
08-12-2019,Nitrogen Dioxide,44,58,78,38,44,56,34,49,N.A.,55,32,N.A.,60,13,33,55,72,74
08-12-2019,Nitrogen Oxides,50,67,126,N.A.,56,66,36,60,N.A.,71,34,N.A.,82,15,39,69,102,145
08-12-2019,Ozone,70,48,53,84,78,65,67,74,N.A.,58,88,N.A.,60,96,87,53,55,47
08-12-2019,Respirable Suspended Particulates,37,27,36,34,44,50,32,35,N.A.,50,28,N.A.,33,35,34,33,29,43
08-12-2019,Sulphur Dioxide,12,3,9,4,7,8,6,14,N.A.,10,4,N.A.,8,10,5,7,5,6
09-12-2019,Carbon Monoxide,N.A.,94,78,N.A.,N.A.,55,22,N.A.,N.A.,78,N.A.,N.A.,N.A.,52,74,N.A.,66,73
09-12-2019,Fine Suspended Particulates ,22,21,26,21,23,30,20,21,N.A.,24,23,N.A.,19,24,20,27,24,31
09-12-2019,Nitrogen Dioxide,75,72,121,58,64,94,62,73,N.A.,80,66,N.A.,70,16,63,71,101,114
09-12-2019,Nitrogen Oxides,100,88,221,N.A.,82,135,71,91,N.A.,133,73,N.A.,95,19,81,98,152,255
09-12-2019,Ozone,42,46,31,66,69,37,48,60,N.A.,41,68,N.A.,59,95,64,44,34,24
09-12-2019,Respirable Suspended Particulates,38,32,44,39,53,57,34,42,N.A.,60,37,N.A.,33,40,35,41,38,56
09-12-2019,Sulphur Dioxide,10,3,10,4,6,7,5,13,N.A.,8,4,N.A.,7,9,4,7,5,7
10-12-2019,Carbon Monoxide,N.A.,83,88,N.A.,N.A.,66,29,N.A.,N.A.,93,N.A.,N.A.,N.A.,53,71,N.A.,68,86
10-12-2019,Fine Suspended Particulates ,26,26,31,22,24,38,26,22,N.A.,31,26,N.A.,27,21,22,27,26,33
10-12-2019,Nitrogen Dioxide,78,76,122,59,67,112,73,78,N.A.,94,55,N.A.,89,13,52,65,98,110
10-12-2019,Nitrogen Oxides,117,92,266,N.A.,101,171,90,112,N.A.,171,60,N.A.,144,16,90,96,170,302
10-12-2019,Ozone,33,40,27,59,56,28,36,49,N.A.,27,69,N.A.,38,88,69,41,28,21
10-12-2019,Respirable Suspended Particulates,41,39,49,39,49,69,40,43,N.A.,71,41,N.A.,44,36,36,39,43,60
10-12-2019,Sulphur Dioxide,8,3,10,3,6,8,5,10,N.A.,7,4,N.A.,8,8,4,6,5,7
11-12-2019,Carbon Monoxide,N.A.,70,98,N.A.,N.A.,71,51,N.A.,N.A.,100,N.A.,N.A.,N.A.,58,82,N.A.,87,94
11-12-2019,Fine Suspended Particulates ,31,36,40,31,36,53,46,32,N.A.,35,38,N.A.,32,26,30,36,39,43
11-12-2019,Nitrogen Dioxide,85,116,144,84,103,129,96,108,N.A.,104,89,N.A.,114,18,80,68,131,132
11-12-2019,Nitrogen Oxides,132,150,291,N.A.,175,181,114,161,N.A.,181,107,N.A.,193,20,126,94,231,344
11-12-2019,Ozone,46,36,26,62,54,40,43,38,N.A.,36,63,N.A.,34,95,62,63,21,24
11-12-2019,Respirable Suspended Particulates,49,54,60,53,63,94,70,62,N.A.,79,56,N.A.,56,42,47,52,59,72
11-12-2019,Sulphur Dioxide,8,7,13,6,9,11,9,9,N.A.,10,7,N.A.,12,9,7,9,9,10
12-12-2019,Carbon Monoxide,N.A.,61,77,N.A.,N.A.,47,30,N.A.,N.A.,73,N.A.,N.A.,N.A.,58,61,N.A.,65,84
12-12-2019,Fine Suspended Particulates ,25,24,30,25,26,29,20,23,N.A.,26,27,N.A.,23,26,24,26,31,34
12-12-2019,Nitrogen Dioxide,31,61,89,42,41,62,28,61,N.A.,53,36,N.A.,50,11,28,49,90,112
12-12-2019,Nitrogen Oxides,35,72,136,N.A.,49,79,30,73,N.A.,79,37,N.A.,65,13,39,81,136,248
12-12-2019,Ozone,106,83,69,104,101,78,104,86,N.A.,77,107,N.A.,92,126,117,83,56,40
12-12-2019,Respirable Suspended Particulates,43,38,51,49,57,51,35,46,N.A.,52,45,N.A.,41,54,44,43,53,63
12-12-2019,Sulphur Dioxide,8,3,8,4,7,6,5,3,N.A.,7,3,N.A.,7,8,4,7,4,6
13-12-2019,Carbon Monoxide,N.A.,67,84,N.A.,N.A.,54,35,N.A.,N.A.,81,N.A.,N.A.,N.A.,62,66,N.A.,74,76
13-12-2019,Fine Suspended Particulates ,23,23,28,23,26,32,18,25,N.A.,29,26,N.A.,22,25,23,26,34,32
13-12-2019,Nitrogen Dioxide,40,59,88,45,43,75,37,67,N.A.,57,40,N.A.,50,9,25,37,92,94
13-12-2019,Nitrogen Oxides,45,70,146,N.A.,54,103,47,83,N.A.,82,43,N.A.,66,11,32,44,156,226
13-12-2019,Ozone,79,60,55,85,84,55,63,66,N.A.,62,86,N.A.,78,111,104,87,39,43
13-12-2019,Respirable Suspended Particulates,46,42,54,56,63,66,37,56,N.A.,62,49,N.A.,45,57,49,49,64,66
13-12-2019,Sulphur Dioxide,6,2,8,3,6,6,4,3,N.A.,6,3,N.A.,6,8,4,6,5,6
14-12-2019,Carbon Monoxide,N.A.,66,81,N.A.,N.A.,58,46,N.A.,N.A.,82,N.A.,N.A.,N.A.,57,50,N.A.,68,68
14-12-2019,Fine Suspended Particulates ,21,26,27,20,23,30,20,21,N.A.,26,23,N.A.,21,20,19,24,29,30
14-12-2019,Nitrogen Dioxide,42,75,84,44,39,83,46,70,N.A.,71,36,N.A.,57,10,22,43,95,91
14-12-2019,Nitrogen Oxides,52,89,124,N.A.,47,110,56,86,N.A.,109,38,N.A.,75,12,29,59,177,199
14-12-2019,Ozone,76,50,53,76,86,45,56,62,N.A.,47,89,N.A.,75,97,105,81,35,41
14-12-2019,Respirable Suspended Particulates,39,42,46,42,53,56,35,44,N.A.,53,40,N.A.,35,38,37,39,51,55
14-12-2019,Sulphur Dioxide,7,3,7,3,7,6,5,3,N.A.,6,3,N.A.,6,7,4,5,5,5
15-12-2019,Carbon Monoxide,N.A.,62,92,N.A.,N.A.,45,40,N.A.,N.A.,73,N.A.,N.A.,N.A.,52,41,N.A.,62,75
15-12-2019,Fine Suspended Particulates ,18,22,25,19,21,26,15,20,N.A.,20,22,N.A.,19,19,N.A.,19,27,28
15-12-2019,Nitrogen Dioxide,15,45,56,33,25,54,16,47,N.A.,44,25,N.A.,36,10,15,27,67,82
15-12-2019,Nitrogen Oxides,16,54,80,N.A.,30,62,18,56,N.A.,54,26,N.A.,47,11,21,31,103,203
15-12-2019,Ozone,92,56,67,83,86,50,72,67,N.A.,47,87,N.A.,76,97,103,84,44,38
15-12-2019,Respirable Suspended Particulates,31,33,41,39,45,44,27,39,N.A.,40,36,N.A.,29,39,N.A.,32,44,49
15-12-2019,Sulphur Dioxide,5,2,6,3,6,5,4,2,N.A.,5,2,N.A.,5,7,4,5,3,5
16-12-2019,Carbon Monoxide,N.A.,58,64,N.A.,N.A.,46,46,N.A.,N.A.,67,N.A.,N.A.,N.A.,54,39,N.A.,65,71
16-12-2019,Fine Suspended Particulates ,12,14,20,18,17,22,13,16,N.A.,17,17,N.A.,13,20,N.A.,16,23,24
16-12-2019,Nitrogen Dioxide,22,55,82,50,42,77,45,66,N.A.,53,41,N.A.,48,13,22,41,86,70
16-12-2019,Nitrogen Oxides,25,74,148,N.A.,56,117,88,92,N.A.,72,46,N.A.,70,15,27,51,198,186
16-12-2019,Ozone,74,41,36,57,63,26,39,41,N.A.,38,61,N.A.,51,81,89,68,25,37
16-12-2019,Respirable Suspended Particulates,24,23,33,35,38,41,23,32,N.A.,35,28,N.A.,23,39,N.A.,27,38,44
16-12-2019,Sulphur Dioxide,6,2,8,2,7,7,5,2,N.A.,5,3,N.A.,5,7,4,6,6,6
17-12-2019,Carbon Monoxide,N.A.,68,73,N.A.,N.A.,60,61,N.A.,N.A.,66,N.A.,N.A.,N.A.,N.A.,46,N.A.,67,79
17-12-2019,Fine Suspended Particulates ,13,17,16,14,13,22,22,15,N.A.,17,14,N.A.,13,N.A.,11,14,19,22
17-12-2019,Nitrogen Dioxide,45,84,93,53,51,93,92,73,N.A.,69,56,N.A.,69,N.A.,36,50,84,79
17-12-2019,Nitrogen Oxides,69,207,230,N.A.,77,194,188,128,N.A.,123,77,N.A.,157,N.A.,57,78,201,237
17-12-2019,Ozone,35,6,13,34,37,8,3,20,N.A.,16,28,N.A.,18,N.A.,50,36,8,14
17-12-2019,Respirable Suspended Particulates,22,27,28,23,26,41,36,28,N.A.,37,20,N.A.,23,N.A.,24,20,29,39
17-12-2019,Sulphur Dioxide,8,7,9,2,6,9,9,3,N.A.,5,3,N.A.,9,N.A.,3,5,5,7
18-12-2019,Carbon Monoxide,N.A.,67,75,N.A.,N.A.,58,50,N.A.,N.A.,61,N.A.,N.A.,N.A.,61,49,N.A.,76,77
18-12-2019,Fine Suspended Particulates ,15,15,19,17,18,20,15,17,N.A.,18,17,N.A.,14,18,14,17,25,26
18-12-2019,Nitrogen Dioxide,33,53,76,43,41,61,41,60,N.A.,55,34,N.A.,52,13,32,37,73,75
18-12-2019,Nitrogen Oxides,67,117,180,N.A.,68,138,108,103,N.A.,122,42,N.A.,111,16,63,79,172,245
18-12-2019,Ozone,40,18,21,40,38,16,21,26,N.A.,18,44,N.A.,26,62,50,36,12,15
18-12-2019,Respirable Suspended Particulates,24,22,31,28,30,33,22,31,N.A.,36,24,N.A.,23,28,28,23,36,42
18-12-2019,Sulphur Dioxide,7,3,8,2,7,7,6,3,N.A.,5,2,N.A.,6,7,3,5,4,7
19-12-2019,Carbon Monoxide,N.A.,98,104,N.A.,N.A.,85,97,N.A.,N.A.,94,N.A.,N.A.,N.A.,100,73,N.A.,92,109
19-12-2019,Fine Suspended Particulates ,28,27,38,33,33,43,43,29,N.A.,30,N.A.,N.A.,29,28,28,34,42,43
19-12-2019,Nitrogen Dioxide,26,47,72,40,40,45,44,50,N.A.,49,43,N.A.,44,17,23,36,56,73
19-12-2019,Nitrogen Oxides,29,65,173,N.A.,61,68,70,70,N.A.,71,52,N.A.,71,19,29,46,113,221
19-12-2019,Ozone,48,27,28,42,33,30,27,32,N.A.,28,37,N.A.,35,55,58,42,22,20
19-12-2019,Respirable Suspended Particulates,38,37,54,46,53,63,60,46,N.A.,58,N.A.,N.A.,39,47,42,46,56,61
19-12-2019,Sulphur Dioxide,5,1,7,1,6,5,5,3,N.A.,5,2,N.A.,4,7,3,4,3,6
20-12-2019,Carbon Monoxide,N.A.,120,118,N.A.,N.A.,109,121,N.A.,N.A.,121,N.A.,N.A.,N.A.,119,91,N.A.,105,120
20-12-2019,Fine Suspended Particulates ,24,30,35,29,28,40,35,26,N.A.,25,33,N.A.,25,20,20,26,38,38
20-12-2019,Nitrogen Dioxide,28,69,77,42,43,61,59,59,N.A.,70,45,N.A.,57,20,23,38,95,72
20-12-2019,Nitrogen Oxides,34,89,164,N.A.,66,76,78,81,N.A.,89,53,N.A.,90,23,30,53,192,191
20-12-2019,Ozone,49,24,23,40,33,36,27,30,N.A.,34,38,N.A.,28,48,57,45,13,18
20-12-2019,Respirable Suspended Particulates,33,43,49,42,48,66,52,43,N.A.,63,44,N.A.,39,34,30,36,50,56
20-12-2019,Sulphur Dioxide,6,4,8,2,7,8,7,3,N.A.,8,4,N.A.,6,7,4,6,4,7
21-12-2019,Carbon Monoxide,N.A.,107,102,N.A.,N.A.,94,106,N.A.,N.A.,107,N.A.,N.A.,N.A.,98,75,N.A.,93,102
21-12-2019,Fine Suspended Particulates ,17,24,19,17,17,37,35,17,N.A.,22,20,N.A.,20,14,13,21,26,26
21-12-2019,Nitrogen Dioxide,41,82,76,46,47,81,82,65,N.A.,82,53,N.A.,67,20,23,43,89,71
21-12-2019,Nitrogen Oxides,51,127,145,N.A.,69,102,114,97,N.A.,115,64,N.A.,112,23,30,57,191,189
21-12-2019,Ozone,37,14,20,35,28,18,14,22,N.A.,14,30,N.A.,21,51,57,38,10,17
21-12-2019,Respirable Suspended Particulates,24,36,26,22,26,63,50,27,N.A.,54,24,N.A.,27,24,18,27,32,36
21-12-2019,Sulphur Dioxide,6,6,7,1,7,10,8,2,N.A.,7,3,N.A.,7,3,3,5,5,6
22-12-2019,Carbon Monoxide,N.A.,113,113,N.A.,N.A.,102,114,N.A.,N.A.,123,N.A.,N.A.,N.A.,83,76,N.A.,99,136
22-12-2019,Fine Suspended Particulates ,42,57,56,31,34,62,59,36,N.A.,38,55,N.A.,39,19,24,54,58,64
22-12-2019,Nitrogen Dioxide,71,106,126,68,81,109,110,97,N.A.,108,98,N.A.,102,17,46,69,N.A.,121
22-12-2019,Nitrogen Oxides,89,149,280,N.A.,139,136,150,159,N.A.,143,134,N.A.,177,20,72,84,N.A.,396
22-12-2019,Ozone,33,18,13,30,16,33,22,17,N.A.,28,23,N.A.,16,52,45,38,6,11
22-12-2019,Respirable Suspended Particulates,60,78,78,42,50,106,83,65,N.A.,89,73,N.A.,58,27,33,74,76,87
22-12-2019,Sulphur Dioxide,7,9,15,3,12,13,10,9,N.A.,10,10,N.A.,15,3,4,6,13,14
23-12-2019,Carbon Monoxide,N.A.,90,105,N.A.,N.A.,82,88,N.A.,N.A.,98,N.A.,N.A.,N.A.,80,71,N.A.,N.A.,98
23-12-2019,Fine Suspended Particulates ,34,45,49,39,36,44,36,33,N.A.,27,49,N.A.,36,21,31,44,57,52
23-12-2019,Nitrogen Dioxide,38,60,94,62,55,64,49,78,N.A.,57,66,N.A.,69,16,38,45,N.A.,94
23-12-2019,Nitrogen Oxides,58,78,185,N.A.,82,93,77,112,N.A.,85,91,N.A.,103,19,71,63,N.A.,224
23-12-2019,Ozone,56,40,28,43,45,38,48,33,N.A.,46,38,N.A.,36,65,60,46,N.A.,17
23-12-2019,Respirable Suspended Particulates,47,57,68,53,57,69,50,55,N.A.,66,65,N.A.,52,33,42,57,73,75
23-12-2019,Sulphur Dioxide,5,2,9,3,10,7,6,4,N.A.,5,6,N.A.,6,6,4,5,N.A.,8
24-12-2019,Carbon Monoxide,N.A.,78,84,N.A.,N.A.,58,66,N.A.,N.A.,84,N.A.,N.A.,N.A.,69,52,N.A.,72,93
24-12-2019,Fine Suspended Particulates ,20,23,27,23,24,25,17,23,N.A.,19,26,N.A.,23,18,14,22,32,39
24-12-2019,Nitrogen Dioxide,39,77,94,50,53,63,48,67,N.A.,64,55,N.A.,83,10,28,40,93,98
24-12-2019,Nitrogen Oxides,56,105,187,N.A.,74,88,63,88,N.A.,97,64,N.A.,148,12,35,48,178,275
24-12-2019,Ozone,71,36,36,62,60,45,43,51,N.A.,46,57,N.A.,37,97,86,73,30,25
24-12-2019,Respirable Suspended Particulates,28,33,41,33,43,39,26,39,N.A.,40,37,N.A.,30,30,28,30,44,56
24-12-2019,Sulphur Dioxide,6,3,8,1,7,6,6,4,N.A.,5,4,N.A.,8,6,3,3,4,8
25-12-2019,Carbon Monoxide,N.A.,76,77,N.A.,N.A.,62,67,N.A.,N.A.,92,N.A.,N.A.,N.A.,69,56,N.A.,67,88
25-12-2019,Fine Suspended Particulates ,22,25,27,23,24,30,22,24,N.A.,22,N.A.,N.A.,22,19,19,25,32,37
25-12-2019,Nitrogen Dioxide,27,49,64,36,30,50,40,51,N.A.,59,38,N.A.,42,9,24,26,70,72
25-12-2019,Nitrogen Oxides,32,60,98,N.A.,37,65,52,62,N.A.,88,41,N.A.,56,11,32,31,114,164
25-12-2019,Ozone,71,49,54,70,72,58,51,61,N.A.,48,68,N.A.,67,89,83,78,42,37
25-12-2019,Respirable Suspended Particulates,28,33,39,32,39,41,31,37,N.A.,44,N.A.,N.A.,27,30,28,32,41,54
25-12-2019,Sulphur Dioxide,5,2,6,1,7,5,5,4,N.A.,5,3,N.A.,4,6,3,3,3,6
26-12-2019,Carbon Monoxide,N.A.,95,107,N.A.,N.A.,83,93,N.A.,N.A.,111,N.A.,N.A.,N.A.,86,68,N.A.,88,119
26-12-2019,Fine Suspended Particulates ,28,35,46,N.A.,37,42,42,30,N.A.,30,N.A.,N.A.,31,23,23,37,47,N.A.
26-12-2019,Nitrogen Dioxide,44,72,125,63,85,65,72,79,N.A.,65,76,N.A.,86,22,39,53,110,124
26-12-2019,Nitrogen Oxides,56,96,240,N.A.,132,83,89,109,N.A.,100,93,N.A.,132,25,54,66,193,324
26-12-2019,Ozone,66,46,23,58,39,53,40,47,N.A.,48,53,N.A.,42,66,74,59,23,11
26-12-2019,Respirable Suspended Particulates,51,53,71,N.A.,70,74,68,55,N.A.,70,N.A.,N.A.,47,44,43,60,69,N.A.
26-12-2019,Sulphur Dioxide,7,4,11,3,11,9,9,6,N.A.,8,7,N.A.,8,8,5,6,7,10
27-12-2019,Carbon Monoxide,N.A.,102,107,N.A.,N.A.,80,98,N.A.,N.A.,107,N.A.,N.A.,N.A.,100,78,N.A.,86,109
27-12-2019,Fine Suspended Particulates ,14,17,18,N.A.,15,23,16,15,N.A.,15,N.A.,N.A.,14,14,12,16,18,N.A.
27-12-2019,Nitrogen Dioxide,32,58,85,39,43,47,45,49,N.A.,54,39,N.A.,48,14,22,40,73,80
27-12-2019,Nitrogen Oxides,37,72,177,N.A.,62,55,55,62,N.A.,68,47,N.A.,75,17,28,48,130,212
27-12-2019,Ozone,59,36,31,58,53,53,36,52,N.A.,48,58,N.A.,55,71,76,53,29,26
27-12-2019,Respirable Suspended Particulates,28,25,32,N.A.,38,46,31,28,N.A.,43,N.A.,N.A.,23,31,27,28,28,N.A.
27-12-2019,Sulphur Dioxide,7,2,9,3,8,6,5,5,N.A.,7,3,N.A.,5,8,4,5,5,8
28-12-2019,Carbon Monoxide,N.A.,106,106,N.A.,N.A.,91,103,N.A.,N.A.,123,N.A.,N.A.,N.A.,102,81,N.A.,96,103
28-12-2019,Fine Suspended Particulates ,25,31,30,28,28,45,32,27,N.A.,32,29,N.A.,26,24,21,29,35,41
28-12-2019,Nitrogen Dioxide,33,66,86,40,38,74,56,64,N.A.,84,40,N.A.,60,13,21,42,90,81
28-12-2019,Nitrogen Oxides,36,77,135,N.A.,46,81,63,77,N.A.,102,42,N.A.,80,15,26,49,142,156
28-12-2019,Ozone,81,47,50,81,80,65,44,60,N.A.,52,80,N.A.,63,96,106,73,36,44
28-12-2019,Respirable Suspended Particulates,42,46,50,50,57,78,49,50,N.A.,74,45,N.A.,43,47,40,45,53,67
28-12-2019,Sulphur Dioxide,7,3,8,3,8,8,6,5,N.A.,8,4,N.A.,6,8,5,5,5,7
29-12-2019,Carbon Monoxide,N.A.,100,92,N.A.,N.A.,89,97,N.A.,N.A.,116,N.A.,N.A.,N.A.,91,65,N.A.,88,117
29-12-2019,Fine Suspended Particulates ,29,30,24,21,22,48,33,23,N.A.,32,27,N.A.,24,28,17,36,30,38
29-12-2019,Nitrogen Dioxide,37,76,79,42,42,71,66,56,N.A.,68,51,N.A.,56,22,25,52,82,89
29-12-2019,Nitrogen Oxides,40,117,150,N.A.,56,82,85,74,N.A.,84,69,N.A.,80,24,31,60,164,272
29-12-2019,Ozone,74,35,42,65,60,42,33,55,N.A.,45,58,N.A.,56,78,87,61,33,30
29-12-2019,Respirable Suspended Particulates,38,38,36,34,41,66,44,37,N.A.,66,37,N.A.,33,42,32,48,40,53
29-12-2019,Sulphur Dioxide,6,3,8,2,7,7,5,5,N.A.,7,4,N.A.,6,7,4,5,5,9
30-12-2019,Carbon Monoxide,N.A.,76,83,N.A.,N.A.,72,N.A.,N.A.,N.A.,76,N.A.,N.A.,N.A.,71,57,N.A.,72,90
30-12-2019,Fine Suspended Particulates ,7,11,7,7,N.A.,27,20,10,N.A.,14,7,N.A.,6,10,9,12,14,13
30-12-2019,Nitrogen Dioxide,25,50,67,39,N.A.,62,44,54,N.A.,48,37,N.A.,37,16,24,36,69,69
30-12-2019,Nitrogen Oxides,30,77,163,N.A.,N.A.,103,72,81,N.A.,74,49,N.A.,64,19,34,63,157,243
30-12-2019,Ozone,42,20,20,34,N.A.,10,17,23,N.A.,18,31,N.A.,31,49,48,33,9,12
30-12-2019,Respirable Suspended Particulates,9,12,10,11,N.A.,35,25,16,N.A.,33,8,N.A.,10,15,13,14,17,20
30-12-2019,Sulphur Dioxide,5,1,7,1,N.A.,6,4,3,N.A.,4,3,N.A.,4,6,3,4,4,7
31-12-2019,Carbon Monoxide,N.A.,86,82,N.A.,N.A.,68,49,N.A.,N.A.,63,N.A.,N.A.,N.A.,76,66,N.A.,74,84
31-12-2019,Fine Suspended Particulates ,17,21,21,20,20,26,17,21,N.A.,21,23,N.A.,18,17,16,19,27,31
31-12-2019,Nitrogen Dioxide,21,48,61,35,31,44,26,55,N.A.,43,30,N.A.,40,11,20,33,68,70
31-12-2019,Nitrogen Oxides,23,66,111,N.A.,41,66,32,74,N.A.,55,33,N.A.,62,13,26,42,125,169
31-12-2019,Ozone,62,34,43,64,61,29,51,42,N.A.,34,58,N.A.,46,71,77,49,27,27
31-12-2019,Respirable Suspended Particulates,28,29,36,38,41,37,26,38,N.A.,40,35,N.A.,24,35,34,28,40,51
31-12-2019,Sulphur Dioxide,6,2,6,2,5,5,5,4,N.A.,6,2,N.A.,5,7,3,5,4,6
01-01-2020,Carbon Monoxide,N.A.,93,87,N.A.,N.A.,70,67,N.A.,N.A.,68,N.A.,N.A.,N.A.,86,73,N.A.,78,84
01-01-2020,Fine Suspended Particulates ,22,25,24,23,23,31,21,25,N.A.,22,25,N.A.,22,20,17,26,30,30
01-01-2020,Nitrogen Dioxide,16,41,45,27,23,24,20,43,N.A.,32,25,N.A.,30,10,19,27,54,43
01-01-2020,Nitrogen Oxides,17,50,66,N.A.,29,28,22,52,N.A.,37,26,N.A.,42,12,24,33,88,91
01-01-2020,Ozone,72,45,55,69,66,60,61,55,N.A.,55,66,N.A.,61,78,78,63,37,50
01-01-2020,Respirable Suspended Particulates,33,35,36,36,45,43,30,39,N.A.,48,35,N.A.,28,37,34,37,40,47
01-01-2020,Sulphur Dioxide,5,0,5,1,N.A.,4,3,3,N.A.,4,2,N.A.,4,6,3,3,3,5
02-01-2020,Carbon Monoxide,N.A.,81,88,N.A.,N.A.,61,60,N.A.,N.A.,62,N.A.,N.A.,N.A.,74,64,N.A.,70,91
02-01-2020,Fine Suspended Particulates ,18,19,21,19,20,27,18,20,N.A.,18,22,N.A.,19,19,17,23,25,33
02-01-2020,Nitrogen Dioxide,33,57,82,48,48,50,40,56,N.A.,56,52,N.A.,53,14,27,42,73,79
02-01-2020,Nitrogen Oxides,42,76,208,N.A.,72,67,60,75,N.A.,84,62,N.A.,83,16,41,57,143,229
02-01-2020,Ozone,56,31,31,50,46,44,38,44,N.A.,40,44,N.A.,43,66,68,50,27,25
02-01-2020,Respirable Suspended Particulates,28,27,33,30,42,47,27,35,N.A.,48,30,N.A.,29,34,27,34,35,55
02-01-2020,Sulphur Dioxide,5,1,8,1,4,4,4,4,N.A.,5,2,N.A.,4,6,3,3,4,7
03-01-2020,Carbon Monoxide,N.A.,83,89,N.A.,N.A.,80,54,N.A.,N.A.,75,N.A.,N.A.,N.A.,69,66,N.A.,78,80
03-01-2020,Fine Suspended Particulates ,21,24,31,26,27,36,22,30,N.A.,23,31,N.A.,22,21,20,27,37,39
03-01-2020,Nitrogen Dioxide,44,80,97,52,50,87,57,79,N.A.,75,50,N.A.,63,13,33,41,97,82
