DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
17-03-2018,Nitrogen Oxides,23,38,88,N.A.,21,36,18,49,N.A.,33,39,N.A.,60,8,21,33,118,176
17-03-2018,Ozone,89,80,55,82,90,78,77,66,N.A.,74,74,N.A.,69,98,97,88,43,37
17-03-2018,Respirable Suspended Particulates,28,25,32,36,34,34,28,37,N.A.,32,40,N.A.,29,29,28,26,43,52
17-03-2018,Sulphur Dioxide,4,3,0,1,2,5,8,3,N.A.,6,1,N.A.,2,6,3,1,2,4
18-03-2018,Carbon Monoxide,N.A.,100,89,N.A.,N.A.,72,37,N.A.,N.A.,56,N.A.,N.A.,N.A.,52,45,N.A.,85,94
18-03-2018,Fine Suspended Particulates ,16,16,20,20,23,24,11,23,N.A.,18,24,N.A.,19,18,16,17,29,36
18-03-2018,Nitrogen Dioxide,15,33,53,38,22,30,17,41,N.A.,28,34,N.A.,31,9,13,19,75,85
18-03-2018,Nitrogen Oxides,16,38,76,N.A.,24,37,21,49,N.A.,34,38,N.A.,39,10,19,24,117,214
18-03-2018,Ozone,93,77,60,85,88,70,72,65,N.A.,71,79,N.A.,77,99,104,97,44,35
18-03-2018,Respirable Suspended Particulates,29,25,36,38,38,37,23,36,N.A.,29,42,N.A.,30,32,32,30,44,58
18-03-2018,Sulphur Dioxide,4,3,0,3,1,7,9,4,N.A.,6,1,N.A.,2,7,4,1,3,5
19-03-2018,Carbon Monoxide,N.A.,102,107,N.A.,N.A.,74,34,N.A.,N.A.,50,N.A.,N.A.,N.A.,52,52,N.A.,84,111
19-03-2018,Fine Suspended Particulates ,21,21,26,26,30,27,13,29,N.A.,20,26,N.A.,24,22,23,23,33,40
19-03-2018,Nitrogen Dioxide,42,58,84,53,54,51,21,61,N.A.,N.A.,45,N.A.,65,11,35,43,86,97
19-03-2018,Nitrogen Oxides,58,88,206,N.A.,81,73,25,103,N.A.,N.A.,64,N.A.,134,12,46,57,191,335
19-03-2018,Ozone,50,38,23,54,47,30,50,33,N.A.,45,53,N.A.,34,74,64,57,23,18
19-03-2018,Respirable Suspended Particulates,33,32,41,44,47,41,26,42,N.A.,33,44,N.A.,38,38,44,39,51,60
19-03-2018,Sulphur Dioxide,6,10,4,3,2,11,8,7,N.A.,9,3,N.A.,11,8,4,2,7,7
20-03-2018,Carbon Monoxide,N.A.,115,128,N.A.,N.A.,97,70,N.A.,N.A.,77,N.A.,N.A.,N.A.,80,69,N.A.,78,127
20-03-2018,Fine Suspended Particulates ,17,13,20,17,20,22,15,21,N.A.,14,21,N.A.,17,13,15,17,22,27
20-03-2018,Nitrogen Dioxide,37,40,98,53,61,37,47,47,N.A.,39,57,N.A.,63,15,33,36,82,125
20-03-2018,Nitrogen Oxides,47,53,260,N.A.,100,53,70,69,N.A.,50,91,N.A.,103,18,48,46,173,431
20-03-2018,Ozone,48,50,10,48,38,42,29,42,N.A.,41,41,N.A.,35,60,55,49,20,8
20-03-2018,Respirable Suspended Particulates,26,19,31,27,34,34,27,28,N.A.,26,34,N.A.,25,18,26,25,31,40
20-03-2018,Sulphur Dioxide,6,6,10,4,3,8,11,8,N.A.,8,8,N.A.,8,7,4,2,8,15
21-03-2018,Carbon Monoxide,N.A.,112,117,N.A.,N.A.,95,65,N.A.,N.A.,75,N.A.,N.A.,N.A.,70,62,N.A.,68,121
21-03-2018,Fine Suspended Particulates ,17,15,16,15,15,25,17,17,N.A.,20,17,N.A.,17,14,12,16,18,25
21-03-2018,Nitrogen Dioxide,35,51,117,39,45,46,40,49,N.A.,40,50,N.A.,72,10,18,44,76,127
21-03-2018,Nitrogen Oxides,43,59,257,N.A.,64,58,47,59,N.A.,46,57,N.A.,103,12,24,54,120,366
21-03-2018,Ozone,78,70,22,80,70,70,62,65,N.A.,74,75,N.A.,55,90,95,71,47,18
21-03-2018,Respirable Suspended Particulates,30,25,30,31,31,42,33,32,N.A.,37,30,N.A.,31,26,26,27,29,42
21-03-2018,Sulphur Dioxide,6,6,5,3,3,6,8,6,N.A.,8,2,N.A.,6,7,4,1,3,10
22-03-2018,Carbon Monoxide,N.A.,100,105,N.A.,N.A.,80,49,N.A.,N.A.,63,N.A.,N.A.,N.A.,55,58,N.A.,66,91
22-03-2018,Fine Suspended Particulates ,24,21,16,19,22,29,23,23,N.A.,24,21,N.A.,21,19,17,20,25,31
22-03-2018,Nitrogen Dioxide,58,61,112,45,44,62,47,55,N.A.,57,53,N.A.,86,11,35,50,100,97
22-03-2018,Nitrogen Oxides,69,70,214,N.A.,54,79,54,65,N.A.,66,59,N.A.,118,12,45,64,158,207
22-03-2018,Ozone,67,60,31,89,87,58,40,73,N.A.,67,N.A.,N.A.,50,104,87,72,42,36
22-03-2018,Respirable Suspended Particulates,37,32,31,35,41,50,38,38,N.A.,43,35,N.A.,38,33,29,31,38,49
22-03-2018,Sulphur Dioxide,8,9,4,4,5,10,9,7,N.A.,12,3,N.A.,11,9,5,2,5,6
23-03-2018,Carbon Monoxide,N.A.,99,101,N.A.,N.A.,84,42,N.A.,N.A.,64,N.A.,N.A.,N.A.,55,58,N.A.,70,82
23-03-2018,Fine Suspended Particulates ,27,23,20,21,24,33,19,26,N.A.,28,26,N.A.,23,23,20,25,30,35
23-03-2018,Nitrogen Dioxide,49,52,101,48,38,71,29,58,N.A.,61,44,N.A.,58,10,46,38,113,121
23-03-2018,Nitrogen Oxides,60,60,160,N.A.,44,92,34,69,N.A.,80,48,N.A.,77,11,73,46,169,244
23-03-2018,Ozone,86,93,55,108,109,63,86,90,N.A.,71,N.A.,N.A.,94,105,99,108,50,41
23-03-2018,Respirable Suspended Particulates,48,47,44,45,53,62,47,55,N.A.,58,52,N.A.,53,44,41,48,56,65
23-03-2018,Sulphur Dioxide,7,6,3,4,5,9,9,6,N.A.,8,1,N.A.,4,7,5,3,5,7
24-03-2018,Carbon Monoxide,N.A.,100,100,N.A.,N.A.,79,39,N.A.,N.A.,58,N.A.,N.A.,N.A.,53,48,N.A.,70,85
24-03-2018,Fine Suspended Particulates ,22,24,23,26,28,33,19,30,N.A.,30,30,N.A.,24,24,21,25,32,38
24-03-2018,Nitrogen Dioxide,17,39,80,44,29,39,21,48,N.A.,49,42,N.A.,48,9,15,35,90,103
24-03-2018,Nitrogen Oxides,20,44,114,N.A.,32,47,24,54,N.A.,59,45,N.A.,60,10,21,42,129,221
24-03-2018,Ozone,125,102,70,112,111,85,99,90,N.A.,73,100,N.A.,96,110,130,113,60,51
24-03-2018,Respirable Suspended Particulates,50,50,52,59,61,65,51,58,N.A.,58,61,N.A.,56,56,50,53,62,71
24-03-2018,Sulphur Dioxide,7,5,1,3,4,6,9,5,N.A.,8,1,N.A.,3,7,5,2,4,6
25-03-2018,Carbon Monoxide,N.A.,101,93,N.A.,N.A.,73,38,N.A.,N.A.,52,N.A.,N.A.,N.A.,55,49,N.A.,72,80
25-03-2018,Fine Suspended Particulates ,24,24,24,27,29,30,17,28,N.A.,24,29,N.A.,24,26,22,24,30,36
25-03-2018,Nitrogen Dioxide,16,36,67,37,26,31,15,43,N.A.,39,36,N.A.,34,9,20,30,88,86
25-03-2018,Nitrogen Oxides,19,40,90,N.A.,29,36,16,47,N.A.,44,38,N.A.,40,10,26,34,119,142
25-03-2018,Ozone,126,107,80,120,115,99,107,97,N.A.,91,106,N.A.,110,112,127,115,62,62
25-03-2018,Respirable Suspended Particulates,50,48,51,60,62,62,47,56,N.A.,54,58,N.A.,53,58,52,50,56,68
25-03-2018,Sulphur Dioxide,7,5,2,4,5,8,7,6,N.A.,8,3,N.A.,4,7,6,2,4,6
26-03-2018,Carbon Monoxide,N.A.,87,114,N.A.,N.A.,81,46,N.A.,N.A.,62,N.A.,N.A.,N.A.,57,57,N.A.,72,100
26-03-2018,Fine Suspended Particulates ,29,28,33,29,32,35,24,32,N.A.,32,32,N.A.,28,28,24,28,32,42
26-03-2018,Nitrogen Dioxide,72,68,125,56,66,67,52,75,N.A.,66,68,N.A.,91,13,44,49,113,136
26-03-2018,Nitrogen Oxides,93,86,296,N.A.,85,87,66,104,N.A.,84,99,N.A.,154,15,56,61,203,387
26-03-2018,Ozone,55,55,30,89,69,53,42,53,N.A.,60,66,N.A.,47,90,92,81,35,25
26-03-2018,Respirable Suspended Particulates,54,54,62,59,71,67,51,59,N.A.,63,63,N.A.,64,53,53,50,60,76
26-03-2018,Sulphur Dioxide,13,9,7,5,5,12,7,15,N.A.,12,8,N.A.,18,9,5,2,10,12
27-03-2018,Carbon Monoxide,N.A.,54,125,N.A.,N.A.,90,61,N.A.,N.A.,70,N.A.,N.A.,N.A.,64,64,N.A.,81,106
27-03-2018,Fine Suspended Particulates ,39,39,45,36,39,42,36,40,N.A.,40,42,N.A.,38,31,31,37,44,55
27-03-2018,Nitrogen Dioxide,70,77,133,56,53,63,56,69,N.A.,63,77,N.A.,97,13,46,51,117,131
27-03-2018,Nitrogen Oxides,85,97,271,N.A.,64,78,75,87,N.A.,84,96,N.A.,145,15,60,61,193,356
27-03-2018,Ozone,51,46,17,76,72,55,31,59,N.A.,56,56,N.A.,36,80,74,74,30,17
27-03-2018,Respirable Suspended Particulates,55,57,66,59,64,66,55,60,N.A.,62,66,N.A.,60,51,53,53,64,81
27-03-2018,Sulphur Dioxide,12,12,8,6,6,12,8,13,N.A.,12,11,N.A.,16,8,6,3,12,12
28-03-2018,Carbon Monoxide,N.A.,57,98,N.A.,N.A.,87,55,N.A.,N.A.,66,N.A.,N.A.,N.A.,64,59,N.A.,81,92
28-03-2018,Fine Suspended Particulates ,37,36,35,31,35,42,33,37,N.A.,40,36,N.A.,35,28,26,35,41,47
28-03-2018,Nitrogen Dioxide,63,64,115,47,39,63,43,54,N.A.,62,53,N.A.,64,8,31,35,97,98
28-03-2018,Nitrogen Oxides,74,73,208,N.A.,46,79,50,63,N.A.,82,58,N.A.,84,10,38,43,142,201
28-03-2018,Ozone,54,63,31,92,89,60,55,79,N.A.,57,78,N.A.,71,91,96,94,49,44
28-03-2018,Respirable Suspended Particulates,46,49,47,51,51,58,47,51,N.A.,57,53,N.A.,49,40,40,47,56,69
28-03-2018,Sulphur Dioxide,6,8,3,4,5,15,6,6,N.A.,13,3,N.A.,7,7,6,2,5,7
29-03-2018,Carbon Monoxide,N.A.,57,72,N.A.,N.A.,83,60,N.A.,N.A.,61,N.A.,N.A.,N.A.,60,51,N.A.,79,75
29-03-2018,Fine Suspended Particulates ,32,28,34,30,32,35,27,32,N.A.,34,31,N.A.,29,25,24,28,37,42
29-03-2018,Nitrogen Dioxide,36,59,94,44,36,55,46,49,N.A.,57,48,N.A.,59,9,16,32,95,85
29-03-2018,Nitrogen Oxides,43,69,178,N.A.,44,70,58,60,N.A.,72,54,N.A.,82,10,22,40,156,167
29-03-2018,Ozone,75,62,37,87,82,58,41,72,N.A.,51,73,N.A.,67,87,104,89,43,45
29-03-2018,Respirable Suspended Particulates,38,39,47,N.A.,44,51,40,44,N.A.,47,46,N.A.,43,36,35,38,50,59
29-03-2018,Sulphur Dioxide,5,6,2,3,3,9,5,5,N.A.,9,2,N.A.,5,7,5,2,4,5
30-03-2018,Carbon Monoxide,N.A.,50,55,N.A.,N.A.,75,45,N.A.,N.A.,53,N.A.,N.A.,N.A.,54,46,N.A.,71,64
30-03-2018,Fine Suspended Particulates ,23,20,24,23,25,30,22,26,N.A.,27,24,N.A.,22,20,19,22,28,31
30-03-2018,Nitrogen Dioxide,24,45,63,36,27,35,33,39,N.A.,45,33,N.A.,39,7,18,29,81,86
30-03-2018,Nitrogen Oxides,27,53,93,N.A.,32,41,41,47,N.A.,56,36,N.A.,49,9,25,37,126,177
30-03-2018,Ozone,89,71,57,92,87,72,55,77,N.A.,62,84,N.A.,83,80,99,88,47,41
30-03-2018,Respirable Suspended Particulates,32,29,36,33,38,44,34,38,N.A.,39,38,N.A.,34,32,30,33,40,48
30-03-2018,Sulphur Dioxide,5,6,2,4,3,9,7,5,N.A.,9,4,N.A.,4,7,5,2,4,7
31-03-2018,Carbon Monoxide,N.A.,40,44,N.A.,N.A.,62,33,N.A.,N.A.,41,N.A.,N.A.,N.A.,46,39,N.A.,55,62
31-03-2018,Fine Suspended Particulates ,11,13,14,13,15,17,13,16,N.A.,14,14,N.A.,14,14,10,12,17,21
31-03-2018,Nitrogen Dioxide,11,38,49,31,20,23,20,32,N.A.,35,25,N.A.,30,6,12,23,67,82
31-03-2018,Nitrogen Oxides,13,45,75,N.A.,23,26,23,39,N.A.,41,29,N.A.,38,7,18,28,105,183
31-03-2018,Ozone,102,74,61,88,86,80,66,74,N.A.,72,81,N.A.,82,98,99,93,49,38
31-03-2018,Respirable Suspended Particulates,25,23,28,31,30,31,26,32,N.A.,29,29,N.A.,27,33,26,24,30,39
31-03-2018,Sulphur Dioxide,5,5,1,3,3,7,7,5,N.A.,9,2,N.A.,3,7,4,2,3,6
01-04-2018,Carbon Monoxide,N.A.,42,50,N.A.,N.A.,69,41,N.A.,N.A.,45,N.A.,N.A.,N.A.,49,46,N.A.,68,65
01-04-2018,Fine Suspended Particulates ,23,20,23,22,24,26,20,24,N.A.,22,23,N.A.,24,19,17,23,26,29
01-04-2018,Nitrogen Dioxide,36,44,69,36,28,32,30,43,N.A.,41,47,N.A.,58,7,25,26,82,89
01-04-2018,Nitrogen Oxides,40,50,118,N.A.,33,39,37,64,N.A.,50,60,N.A.,81,8,32,32,147,211
01-04-2018,Ozone,68,61,40,76,74,67,44,60,N.A.,62,60,N.A.,51,74,80,77,36,30
01-04-2018,Respirable Suspended Particulates,39,34,42,43,46,46,35,43,N.A.,43,44,N.A.,42,39,38,41,44,51
01-04-2018,Sulphur Dioxide,7,8,3,4,4,11,7,10,N.A.,12,4,N.A.,10,7,5,2,6,7
02-04-2018,Carbon Monoxide,N.A.,47,61,N.A.,N.A.,68,41,N.A.,N.A.,49,N.A.,N.A.,N.A.,51,56,N.A.,69,73
02-04-2018,Fine Suspended Particulates ,32,27,35,30,34,35,25,31,N.A.,32,33,N.A.,31,28,26,31,33,39
02-04-2018,Nitrogen Dioxide,65,58,98,37,51,40,32,52,N.A.,52,69,N.A.,86,9,47,43,101,111
02-04-2018,Nitrogen Oxides,76,73,211,N.A.,65,56,39,65,N.A.,71,108,N.A.,129,11,61,52,188,281
02-04-2018,Ozone,41,48,20,83,62,68,54,48,N.A.,53,44,N.A.,24,79,60,70,22,17
02-04-2018,Respirable Suspended Particulates,51,47,61,55,64,60,46,57,N.A.,59,59,N.A.,55,51,51,52,58,66
02-04-2018,Sulphur Dioxide,17,12,11,8,9,20,8,24,N.A.,17,21,N.A.,19,9,9,6,19,15
03-04-2018,Carbon Monoxide,N.A.,46,65,N.A.,N.A.,67,38,N.A.,N.A.,42,N.A.,N.A.,N.A.,51,59,N.A.,70,67
03-04-2018,Fine Suspended Particulates ,27,23,27,23,27,27,18,29,N.A.,23,24,N.A.,28,22,23,26,29,34
03-04-2018,Nitrogen Dioxide,52,52,85,46,56,38,25,59,N.A.,42,48,N.A.,78,9,54,50,90,94
03-04-2018,Nitrogen Oxides,68,76,216,N.A.,82,46,35,83,N.A.,61,71,N.A.,153,11,90,67,184,289
03-04-2018,Ozone,38,36,14,47,39,48,39,24,N.A.,42,38,N.A.,20,56,32,44,13,14
03-04-2018,Respirable Suspended Particulates,44,40,45,41,49,47,36,49,N.A.,45,44,N.A.,47,39,43,43,48,55
03-04-2018,Sulphur Dioxide,8,10,9,6,5,11,5,16,N.A.,16,11,N.A.,17,8,6,4,12,10
04-04-2018,Carbon Monoxide,N.A.,48,70,N.A.,N.A.,71,29,N.A.,N.A.,48,N.A.,N.A.,N.A.,50,46,N.A.,72,71
04-04-2018,Fine Suspended Particulates ,22,20,24,21,26,25,16,25,N.A.,21,21,N.A.,23,21,18,19,24,29
04-04-2018,Nitrogen Dioxide,38,51,82,40,41,46,20,43,N.A.,48,36,N.A.,58,7,26,36,70,95
04-04-2018,Nitrogen Oxides,51,79,207,N.A.,62,69,36,65,N.A.,85,58,N.A.,115,8,47,57,138,312
04-04-2018,Ozone,41,26,11,47,44,32,34,35,N.A.,23,39,N.A.,25,55,51,41,20,9
04-04-2018,Respirable Suspended Particulates,39,38,43,41,50,43,35,44,N.A.,42,40,N.A.,46,39,36,35,43,51
04-04-2018,Sulphur Dioxide,5,9,4,5,4,15,7,8,N.A.,13,7,N.A.,12,6,5,1,6,9
05-04-2018,Carbon Monoxide,N.A.,45,54,N.A.,N.A.,69,26,N.A.,N.A.,45,N.A.,N.A.,N.A.,50,46,N.A.,70,68
05-04-2018,Fine Suspended Particulates ,15,12,13,13,16,20,10,15,N.A.,16,13,N.A.,15,15,11,14,16,23
05-04-2018,Nitrogen Dioxide,29,42,57,34,31,34,11,33,N.A.,39,27,N.A.,47,6,26,30,61,87
05-04-2018,Nitrogen Oxides,36,60,115,N.A.,45,48,16,48,N.A.,61,40,N.A.,77,7,39,44,124,302
05-04-2018,Ozone,37,26,21,44,43,38,38,35,N.A.,28,41,N.A.,28,50,42,40,20,11
05-04-2018,Respirable Suspended Particulates,26,24,24,28,32,34,23,30,N.A.,33,27,N.A.,31,28,25,26,29,40
05-04-2018,Sulphur Dioxide,4,6,1,3,3,12,5,5,N.A.,11,6,N.A.,6,6,4,1,4,8
06-04-2018,Carbon Monoxide,N.A.,54,78,N.A.,N.A.,79,50,N.A.,N.A.,60,N.A.,N.A.,N.A.,63,52,N.A.,78,89
06-04-2018,Fine Suspended Particulates ,16,14,20,15,19,24,17,19,N.A.,20,19,N.A.,18,14,12,16,18,29
06-04-2018,Nitrogen Dioxide,37,36,95,38,42,45,35,41,N.A.,39,50,N.A.,58,10,24,31,70,111
06-04-2018,Nitrogen Oxides,53,52,282,N.A.,67,68,57,78,N.A.,60,84,N.A.,108,12,38,45,176,463
06-04-2018,Ozone,38,41,7,43,43,28,15,32,N.A.,28,25,N.A.,27,50,51,43,18,6
06-04-2018,Respirable Suspended Particulates,45,35,44,41,47,52,41,49,N.A.,53,46,N.A.,45,43,38,46,41,56
06-04-2018,Sulphur Dioxide,6,5,7,3,2,9,7,8,N.A.,9,8,N.A.,5,6,4,2,7,13
07-04-2018,Carbon Monoxide,N.A.,36,53,N.A.,N.A.,41,35,N.A.,N.A.,46,N.A.,N.A.,N.A.,52,41,N.A.,51,78
07-04-2018,Fine Suspended Particulates ,27,27,30,26,34,39,25,30,N.A.,33,30,N.A.,28,27,23,29,29,35
07-04-2018,Nitrogen Dioxide,26,34,91,27,35,41,19,31,N.A.,32,31,N.A.,52,8,12,27,52,105
07-04-2018,Nitrogen Oxides,29,41,185,N.A.,46,49,21,38,N.A.,35,35,N.A.,73,10,18,33,76,304
07-04-2018,Ozone,86,81,35,87,78,72,73,75,N.A.,72,77,N.A.,69,92,96,88,58,29
07-04-2018,Respirable Suspended Particulates,102,83,88,104,111,125,96,99,N.A.,116,88,N.A.,95,98,91,91,84,95
07-04-2018,Sulphur Dioxide,9,5,3,2,2,7,6,5,N.A.,9,1,N.A.,3,7,4,2,2,8
08-04-2018,Carbon Monoxide,N.A.,46,60,N.A.,N.A.,45,40,N.A.,N.A.,57,N.A.,N.A.,N.A.,52,51,N.A.,66,88
08-04-2018,Fine Suspended Particulates ,31,32,32,30,33,40,26,34,N.A.,38,N.A.,N.A.,31,30,26,32,34,39
08-04-2018,Nitrogen Dioxide,42,49,90,35,36,48,35,43,N.A.,51,35,N.A.,60,11,28,44,82,113
08-04-2018,Nitrogen Oxides,45,55,140,N.A.,43,52,41,47,N.A.,65,40,N.A.,75,12,34,52,119,244
08-04-2018,Ozone,85,77,51,104,95,85,62,86,N.A.,68,95,N.A.,78,108,101,82,58,34
08-04-2018,Respirable Suspended Particulates,91,79,83,100,103,108,80,95,N.A.,102,N.A.,N.A.,91,96,86,80,86,92
08-04-2018,Sulphur Dioxide,12,8,2,4,4,11,8,7,N.A.,12,2,N.A.,6,8,5,2,5,8
09-04-2018,Carbon Monoxide,N.A.,55,75,N.A.,N.A.,57,36,N.A.,N.A.,62,N.A.,N.A.,N.A.,60,59,N.A.,84,66
09-04-2018,Fine Suspended Particulates ,38,26,30,29,32,36,21,31,N.A.,31,31,N.A.,28,30,26,29,33,40
09-04-2018,Nitrogen Dioxide,44,50,109,48,40,62,24,58,N.A.,56,35,N.A.,60,13,41,56,103,112
09-04-2018,Nitrogen Oxides,51,57,172,N.A.,46,71,29,67,N.A.,73,39,N.A.,77,15,51,68,149,244
09-04-2018,Ozone,81,84,48,108,103,72,81,83,N.A.,60,101,N.A.,85,111,104,69,54,44
09-04-2018,Respirable Suspended Particulates,65,58,67,76,81,81,56,71,N.A.,74,69,N.A.,70,71,64,62,71,81
09-04-2018,Sulphur Dioxide,9,5,2,5,4,10,7,6,N.A.,8,2,N.A.,4,9,5,1,5,8
10-04-2018,Carbon Monoxide,N.A.,50,74,N.A.,N.A.,47,34,N.A.,N.A.,54,N.A.,N.A.,N.A.,N.A.,52,N.A.,84,37
10-04-2018,Fine Suspended Particulates ,18,18,20,20,23,22,14,20,N.A.,18,18,N.A.,20,N.A.,16,18,24,28
10-04-2018,Nitrogen Dioxide,44,52,95,48,41,52,25,49,N.A.,49,42,N.A.,67,N.A.,36,39,96,107
10-04-2018,Nitrogen Oxides,54,67,199,N.A.,53,69,32,60,N.A.,76,51,N.A.,103,N.A.,50,51,169,281
10-04-2018,Ozone,54,45,19,73,71,55,65,59,N.A.,43,60,N.A.,42,N.A.,72,72,32,19
10-04-2018,Respirable Suspended Particulates,36,37,39,42,47,45,33,43,N.A.,40,37,N.A.,41,N.A.,37,37,45,52
10-04-2018,Sulphur Dioxide,4,8,2,3,2,12,6,6,N.A.,10,2,N.A.,10,N.A.,4,2,4,7
11-04-2018,Carbon Monoxide,N.A.,50,78,N.A.,N.A.,49,N.A.,N.A.,N.A.,49,N.A.,N.A.,N.A.,52,46,N.A.,82,26
11-04-2018,Fine Suspended Particulates ,22,19,30,25,28,24,11,25,N.A.,19,23,N.A.,23,21,21,23,28,N.A.
11-04-2018,Nitrogen Dioxide,58,54,68,44,46,55,35,51,N.A.,50,57,N.A.,62,11,32,40,82,91
11-04-2018,Nitrogen Oxides,82,81,224,N.A.,66,77,49,73,N.A.,70,83,N.A.,109,12,41,53,159,301
11-04-2018,Ozone,20,21,8,58,46,32,28,31,N.A.,26,27,N.A.,25,65,61,52,20,18
11-04-2018,Respirable Suspended Particulates,34,33,44,40,43,41,25,40,N.A.,36,39,N.A.,38,32,37,38,43,N.A.
11-04-2018,Sulphur Dioxide,13,11,5,5,3,13,6,14,N.A.,12,11,N.A.,16,8,6,3,10,8
12-04-2018,Carbon Monoxide,N.A.,49,83,N.A.,N.A.,44,34,N.A.,N.A.,43,N.A.,N.A.,N.A.,51,41,N.A.,79,25
12-04-2018,Fine Suspended Particulates ,18,18,20,17,21,18,9,18,N.A.,15,15,N.A.,20,15,14,16,21,29
12-04-2018,Nitrogen Dioxide,42,46,48,38,42,40,15,41,N.A.,40,37,N.A.,49,14,27,31,69,85
12-04-2018,Nitrogen Oxides,64,85,250,N.A.,76,59,24,73,N.A.,74,60,N.A.,114,16,41,50,184,363
12-04-2018,Ozone,17,14,4,30,25,22,28,15,N.A.,18,20,N.A.,18,45,37,26,7,8
12-04-2018,Respirable Suspended Particulates,24,28,27,25,31,30,17,28,N.A.,26,24,N.A.,31,23,24,24,30,42
12-04-2018,Sulphur Dioxide,14,9,8,5,4,14,5,18,N.A.,16,12,N.A.,16,9,6,4,16,11
13-04-2018,Carbon Monoxide,N.A.,45,69,N.A.,N.A.,43,31,N.A.,N.A.,39,N.A.,N.A.,N.A.,51,39,N.A.,81,26
13-04-2018,Fine Suspended Particulates ,12,11,13,12,17,14,6,14,N.A.,10,10,N.A.,15,8,9,11,16,22
13-04-2018,Nitrogen Dioxide,22,38,42,35,38,34,8,31,N.A.,35,18,N.A.,37,17,29,28,61,84
13-04-2018,Nitrogen Oxides,27,67,187,N.A.,70,53,13,54,N.A.,61,25,N.A.,75,20,44,47,171,373
13-04-2018,Ozone,30,16,5,28,22,20,32,17,N.A.,14,28,N.A.,19,34,28,16,7,4
13-04-2018,Respirable Suspended Particulates,16,17,16,16,20,20,10,19,N.A.,19,14,N.A.,22,12,17,15,21,31
13-04-2018,Sulphur Dioxide,5,7,3,4,4,14,5,6,N.A.,13,3,N.A.,6,9,6,1,6,9
14-04-2018,Carbon Monoxide,N.A.,42,72,N.A.,N.A.,44,30,N.A.,N.A.,38,N.A.,N.A.,N.A.,51,41,N.A.,77,22
14-04-2018,Fine Suspended Particulates ,12,14,13,11,18,15,8,14,N.A.,12,12,N.A.,18,11,12,12,15,24
14-04-2018,Nitrogen Dioxide,38,43,36,27,45,35,12,34,N.A.,31,27,N.A.,50,18,32,26,58,74
14-04-2018,Nitrogen Oxides,62,86,187,N.A.,100,55,20,66,N.A.,51,52,N.A.,141,23,55,49,179,349
14-04-2018,Ozone,11,8,4,28,15,18,27,9,N.A.,16,18,N.A.,7,24,21,11,4,6
14-04-2018,Respirable Suspended Particulates,18,18,19,14,24,19,12,20,N.A.,16,16,N.A.,24,14,18,15,19,33
14-04-2018,Sulphur Dioxide,11,13,5,3,4,9,5,17,N.A.,11,8,N.A.,27,9,7,3,10,10
15-04-2018,Carbon Monoxide,N.A.,72,109,N.A.,N.A.,75,69,N.A.,N.A.,72,N.A.,N.A.,N.A.,75,64,N.A.,102,73
15-04-2018,Fine Suspended Particulates ,13,15,18,17,17,23,14,19,N.A.,17,19,N.A.,16,10,12,16,19,27
15-04-2018,Nitrogen Dioxide,32,36,47,42,40,39,35,36,N.A.,36,47,N.A.,39,13,30,30,61,76
15-04-2018,Nitrogen Oxides,43,57,199,N.A.,79,61,56,69,N.A.,49,77,N.A.,71,15,55,48,170,307
15-04-2018,Ozone,27,21,4,25,21,22,13,17,N.A.,22,11,N.A.,25,42,29,15,8,4
15-04-2018,Respirable Suspended Particulates,22,20,26,24,25,32,25,26,N.A.,28,26,N.A.,21,15,18,22,24,38
15-04-2018,Sulphur Dioxide,5,5,5,4,5,7,8,7,N.A.,7,8,N.A.,5,6,N.A.,1,6,11
16-04-2018,Carbon Monoxide,N.A.,66,95,N.A.,N.A.,65,60,N.A.,N.A.,67,N.A.,N.A.,N.A.,71,58,N.A.,97,62
16-04-2018,Fine Suspended Particulates ,15,16,17,15,16,26,13,17,N.A.,22,18,N.A.,13,18,11,23,17,33
16-04-2018,Nitrogen Dioxide,36,40,65,48,45,42,35,41,N.A.,45,57,N.A.,44,13,25,38,66,88
16-04-2018,Nitrogen Oxides,42,53,252,N.A.,73,61,51,59,N.A.,60,79,N.A.,72,15,32,57,159,305
16-04-2018,Ozone,33,N.A.,4,32,30,29,15,22,N.A.,22,12,N.A.,31,49,44,15,12,6
16-04-2018,Respirable Suspended Particulates,23,19,27,26,26,37,22,24,N.A.,34,27,N.A.,18,27,20,33,23,45
16-04-2018,Sulphur Dioxide,1,3,3,0,1,5,5,3,N.A.,6,2,N.A.,2,6,N.A.,1,3,7
17-04-2018,Carbon Monoxide,N.A.,71,94,N.A.,N.A.,68,80,N.A.,N.A.,69,N.A.,N.A.,N.A.,70,58,N.A.,103,48
17-04-2018,Fine Suspended Particulates ,18,21,22,18,19,33,19,20,N.A.,26,21,N.A.,18,19,15,23,24,28
17-04-2018,Nitrogen Dioxide,36,59,68,46,40,71,53,51,N.A.,56,56,N.A.,58,11,20,38,85,89
17-04-2018,Nitrogen Oxides,40,92,204,N.A.,56,100,87,72,N.A.,80,69,N.A.,94,12,27,61,167,251
